Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
346,Andrew Nembhard,PG,24,IND,32,684,11.7,.560,.268,.110,3.0,5.9,4.5,26.5,1.9,0.2,20.1,19.5,,0.2,0.2,0.4,.028,,-1.7,-1.4,-3.1,-0.2,nembhan01
347,Aaron Nesmith,SF,24,IND,41,1065,13.6,.654,.543,.199,4.1,12.0,8.0,5.5,1.9,2.0,8.7,16.0,,1.6,0.7,2.2,.100,,0.3,-0.2,0.1,0.6,nesmiaa01
348,Georges Niang,PF,30,CLE,43,958,10.2,.575,.625,.100,1.8,17.0,9.5,7.7,0.6,0.8,8.8,17.5,,0.5,1.2,1.7,.085,,-2.3,0.0,-2.3,-0.1,niangge01
349,Daishen Nix,PG,21,MIN,6,21,6.6,.450,.625,.250,0.0,5.1,2.7,0.0,2.3,0.0,0.0,18.6,,0.0,0.0,0.0,-0.006,,-4.8,0.2,-4.6,0.0,nixda01
350,Zeke Nnaji,PF,23,DEN,36,339,11.3,.533,.182,.443,13.2,12.0,12.6,7.0,1.3,5.1,17.9,16.4,,0.0,0.4,0.5,.068,,-4.6,-0.2,-4.8,-0.2,nnajize01
351,Jaylen Nowell,SG,24,MEM,9,156,6.6,.453,.418,.055,2.0,8.0,4.9,15.3,0.9,0.0,8.2,16.8,,-0.1,0.1,0.0,-0.002,,-6.0,-1.5,-7.4,-0.2,nowelja01
352,Markquis Nowell,SG,24,TOR,1,4,55.7,.532,.000,2.000,53.9,0.0,27.5,56.1,12.1,0.0,0.0,20.1,,0.0,0.0,0.1,.682,,29.0,14.5,43.5,0.0,nowelma01
353,Frank Ntilikina,PG,25,CHO,3,22,2.7,.512,1.000,.500,0.0,5.4,2.5,5.7,0.0,0.0,17.0,11.6,,0.0,0.0,0.0,-0.046,,-7.3,-4.4,-11.8,-0.1,ntilila01
354,Jusuf Nurkić,C,29,PHO,43,1178,17.3,.562,.204,.361,11.7,30.5,21.6,18.4,1.7,3.3,16.6,19.5,,1.2,1.9,3.2,.130,,-0.8,1.3,0.6,0.8,nurkiju01
355,Jordan Nwora,SF,25,TOT,20,195,11.1,.534,.465,.128,5.2,14.9,10.0,12.5,1.4,0.4,13.4,22.3,,-0.1,0.1,0.0,.007,,-2.2,-2.5,-4.8,-0.1,nworajo01
355,Jordan Nwora,SF,25,IND,18,183,12.1,.541,.439,.134,5.0,15.8,10.4,12.7,1.5,0.4,12.1,22.4,,0.0,0.1,0.1,.024,,-1.8,-2.3,-4.1,-0.1,nworajo01
355,Jordan Nwora,SF,25,TOR,2,12,-3.8,.375,1.000,.000,9.0,0.0,4.6,10.3,0.0,0.0,33.3,21.4,,-0.1,0.0,-0.1,-0.244,,-8.7,-6.0,-14.7,0.0,nworajo01
356,Royce O'Neale,SF,30,BRK,43,1055,10.1,.526,.810,.072,3.5,17.0,10.0,16.0,1.4,2.2,13.5,13.5,,0.4,1.0,1.4,.064,,-1.6,1.0,-0.7,0.4,onealro01
357,Chuma Okeke,SF,25,ORL,27,357,8.7,.504,.742,.054,5.7,17.1,11.3,6.5,1.0,1.8,10.4,12.8,,0.0,0.5,0.4,.058,,-1.9,0.0,-1.9,0.0,okekech01
358,Josh Okogie,SG,25,PHO,39,717,11.2,.520,.467,.546,8.5,9.0,8.7,9.0,2.5,2.2,10.9,12.8,,0.6,0.8,1.4,.092,,-2.2,1.0,-1.1,0.2,okogijo01
359,Onyeka Okongwu,C,23,ATL,44,1089,15.4,.651,.182,.349,10.6,19.2,14.8,7.6,0.8,3.5,11.4,13.2,,2.3,0.6,2.9,.129,,-0.9,-0.5,-1.4,0.2,okongon01
360,Isaac Okoro,SF,23,CLE,34,891,11.2,.581,.385,.349,5.4,8.3,6.9,9.8,1.5,1.4,10.0,13.5,,1.0,1.2,2.1,.115,,-2.3,1.2,-1.0,0.2,okorois01
361,Kelly Olynyk,C,32,UTA,44,908,16.8,.671,.329,.312,6.9,19.6,13.3,28.3,1.9,1.2,21.5,15.7,,1.9,0.9,2.8,.151,,0.9,1.7,2.6,1.1,olynyke01
362,Eugene Omoruyi,SF,26,WAS,19,110,24.7,.662,.309,.382,10.5,16.7,13.6,16.4,3.8,0.7,12.3,28.1,,0.3,0.1,0.4,.167,,3.1,0.7,3.8,0.2,omorueu01
363,Cedi Osman,SF,28,SAS,45,800,12.0,.599,.548,.183,2.2,13.5,7.8,13.9,1.2,0.8,9.0,15.7,,0.7,0.4,1.1,.069,,-1.3,-0.7,-2.1,0.0,osmande01
364,Kelly Oubre Jr.,SF,28,PHI,31,838,12.9,.568,.443,.227,3.7,13.1,8.4,5.2,2.2,1.6,7.4,18.6,,0.5,1.2,1.7,.098,,-1.4,-0.1,-1.5,0.1,oubreke01
365,Chris Paul,PG,38,GSW,32,882,14.4,.543,.486,.171,1.2,13.8,7.5,34.3,2.0,0.3,12.6,14.4,,1.7,0.7,2.4,.128,,0.1,0.8,0.9,0.6,paulch01
366,Cameron Payne,PG,29,MIL,41,621,12.2,.619,.595,.205,0.5,7.8,4.3,19.1,1.2,0.4,12.0,16.4,,1.0,0.3,1.3,.100,,-1.0,-0.9,-1.9,0.0,payneca01
367,Gary Payton II,SG,31,GSW,16,261,11.3,.524,.405,.114,6.7,13.5,10.0,6.7,3.2,1.7,10.8,15.0,,0.0,0.3,0.3,.064,,-2.8,1.9,-0.9,0.1,paytoga02
368,Drew Peterson,PF,24,BOS,1,3,43.6,1.500,1.000,.000,0.0,0.0,0.0,60.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,.756,,28.5,13.5,42.0,0.0,peterdr01
369,Filip Petrušev,C,23,TOT,3,10,5.0,.521,.000,1.000,0.0,11.0,5.5,0.0,0.0,0.0,0.0,12.2,,0.0,0.0,0.0,.027,,-4.8,-3.3,-8.2,0.0,petrufi01
369,Filip Petrušev,C,23,PHI,1,3,4.0,,,,0.0,36.5,18.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.069,,-2.9,-2.2,-5.1,0.0,petrufi01
369,Filip Petrušev,C,23,SAC,2,7,5.4,.521,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,,0.0,0.0,0.0,.009,,-5.6,-3.8,-9.5,0.0,petrufi01
370,Julian Phillips,SF,20,CHI,22,99,3.2,.349,.500,.167,3.3,9.2,6.2,9.2,0.5,3.1,7.2,12.3,,-0.1,0.1,-0.1,-0.035,,-7.3,-0.4,-7.8,-0.1,phillju01
371,Jalen Pickett,SG,24,DEN,16,97,9.2,.571,.714,.071,1.2,11.3,6.4,15.6,1.5,0.0,17.2,15.6,,0.0,0.1,0.1,.051,,-2.3,-0.6,-2.9,0.0,pickeja02
372,Scotty Pippen Jr.,PG,23,MEM,2,29,24.1,.804,.111,.556,3.7,23.4,13.2,40.1,0.0,0.0,21.1,21.0,,0.1,0.0,0.2,.258,,3.4,1.5,4.9,0.1,pippesc02
373,Mason Plumlee,C,33,LAC,13,217,16.6,.646,.000,.723,8.7,25.9,17.6,10.3,1.1,1.7,10.2,13.8,,0.5,0.3,0.8,.172,,0.5,0.9,1.4,0.2,plumlma01
374,Brandin Podziemski,SG,20,GSW,36,882,13.1,.552,.417,.127,6.5,17.4,11.9,17.9,1.7,0.5,13.1,16.4,,0.8,0.7,1.5,.084,,-0.4,0.1,-0.3,0.4,podzibr01
375,Jakob Poeltl,C,28,TOR,36,954,18.1,.675,.000,.319,11.2,23.6,17.3,13.1,1.2,4.5,16.8,15.2,,1.7,1.2,2.8,.143,,-0.6,1.2,0.6,0.6,poeltja01
376,Aleksej Pokusevski,PF,22,OKC,8,48,0.5,.288,.692,.154,4.9,15.5,10.5,12.0,0.0,2.0,17.8,15.2,,-0.1,0.0,-0.1,-0.099,,-8.9,-2.4,-11.3,-0.1,pokusal01
377,Jordan Poole,SG,24,WAS,43,1253,10.9,.524,.439,.222,1.3,7.0,4.1,16.8,1.6,1.0,12.3,26.0,,-1.2,0.3,-0.9,-0.035,,-3.5,-2.5,-6.0,-1.3,poolejo01
378,Craig Porter Jr.,PG,23,CLE,29,462,16.2,.562,.128,.280,3.4,14.8,9.2,28.3,1.8,2.3,15.2,20.3,,0.5,0.7,1.2,.126,,-0.6,1.8,1.2,0.4,portecr01
379,Jontay Porter,PF,24,TOR,12,176,12.7,.461,.527,.145,7.3,17.9,12.5,18.1,2.2,5.4,12.0,16.2,,0.0,0.2,0.3,.073,,-2.3,1.7,-0.6,0.1,portejo01
380,Michael Porter Jr.,SF,25,DEN,46,1432,15.1,.600,.531,.105,4.6,20.3,12.6,6.0,0.8,2.1,7.4,20.0,,1.6,1.6,3.2,.107,,1.0,-1.2,-0.2,0.7,portemi01
381,Otto Porter Jr.,SF,30,TOR,15,174,8.7,.568,.697,.091,3.7,14.9,9.2,5.7,1.4,2.5,5.5,8.9,,0.1,0.2,0.3,.081,,-3.6,0.5,-3.1,0.0,porteot01
382,Bobby Portis,PF,28,MIL,45,1049,15.8,.581,.288,.172,7.5,23.2,15.7,5.8,1.3,1.5,8.0,20.7,,1.1,1.1,2.3,.104,,-0.9,-1.1,-2.0,0.0,portibo01
383,Kristaps Porziņģis,C,28,BOS,33,980,22.4,.663,.414,.467,6.0,17.6,12.1,9.9,1.1,5.5,9.7,23.6,,2.9,1.7,4.6,.227,,3.4,1.9,5.2,1.8,porzikr01
384,Micah Potter,PF,25,UTA,2,7,1.6,.000,1.000,.000,0.0,61.5,31.2,0.0,0.0,0.0,0.0,5.9,,0.0,0.0,0.0,-0.056,,-8.3,-3.3,-11.6,0.0,pottemi01
385,Dwight Powell,C,32,DAL,39,624,16.4,.753,.023,.849,12.4,14.6,13.5,13.3,1.7,2.1,13.9,9.3,,2.1,0.6,2.7,.204,,0.3,0.9,1.1,0.5,poweldw01
386,Norman Powell,SG,30,LAC,43,1097,14.2,.643,.482,.244,0.6,10.1,5.6,5.2,1.1,1.4,7.9,19.5,,1.7,0.9,2.6,.115,,0.4,-0.8,-0.4,0.5,powelno01
387,Joshua Primo,SG,21,LAC,1,5,-15.5,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,18.2,60.0,43.5,,-0.1,0.0,-0.1,-0.793,,-20.1,-8.3,-28.4,0.0,primojo01
388,Taurean Prince,PF,29,LAL,43,1319,8.7,.574,.672,.110,1.0,9.1,5.2,7.7,1.4,1.4,9.3,13.4,,0.2,1.2,1.4,.051,,-2.7,0.0,-2.6,-0.2,princta02
389,Payton Pritchard,PG,26,BOS,45,954,13.5,.564,.660,.110,5.1,10.9,8.2,18.9,1.0,0.5,7.6,15.4,,1.8,1.1,2.9,.146,,0.7,0.3,0.9,0.7,pritcpa01
390,Olivier-Maxence Prosper,PF,21,DAL,24,219,10.4,.474,.492,.429,7.3,18.8,13.0,10.9,0.4,0.8,5.1,15.3,,0.2,0.1,0.3,.065,,-2.3,-1.6,-3.9,-0.1,prospol01
391,Trevelin Queen,SG,26,ORL,11,153,9.5,.497,.429,.343,2.2,11.3,6.7,15.8,2.2,3.0,14.8,13.3,,0.0,0.2,0.2,.070,,-4.0,1.8,-2.1,0.0,queentr01
392,Neemias Queta,C,24,BOS,17,210,16.5,.598,.000,.333,17.0,20.9,19.0,4.5,1.6,3.4,8.8,13.9,,0.5,0.4,0.9,.203,,-2.6,0.0,-2.6,0.0,quetane01
393,Immanuel Quickley,SG-PG,24,TOT,42,1102,16.3,.584,.470,.269,0.9,12.4,6.6,19.5,1.1,0.4,7.9,23.3,,2.1,1.0,3.1,.133,,1.9,-0.5,1.4,1.0,quickim01
393,Immanuel Quickley,SG,24,NYK,30,720,16.8,.598,.484,.281,0.8,10.9,5.9,15.7,1.1,0.4,7.6,24.0,,1.5,0.7,2.2,.150,,2.4,-0.2,2.2,0.8,quickim01
393,Immanuel Quickley,PG,24,TOR,12,382,15.5,.554,.442,.245,1.1,15.0,7.9,26.7,1.1,0.5,8.6,22.1,,0.6,0.3,0.8,.101,,1.1,-1.2,-0.1,0.2,quickim01
394,Lester Quinones,SG,23,GSW,9,57,8.6,.503,.565,.087,7.6,15.4,11.5,12.2,0.9,1.6,17.3,21.3,,-0.1,0.0,0.0,-0.021,,-3.4,-2.4,-5.8,-0.1,quinole01
395,Julius Randle,PF,29,NYK,45,1598,18.6,.568,.292,.363,6.7,21.8,14.3,22.7,0.8,0.7,14.0,29.4,,2.0,2.0,4.0,.120,,1.9,-0.2,1.7,1.5,randlju01
396,Duop Reath,C,27,POR,33,598,16.5,.596,.506,.192,8.4,17.1,12.5,11.1,1.4,2.6,9.1,20.1,,0.9,0.5,1.5,.118,,0.6,-0.2,0.3,0.3,reathdu01
397,Austin Reaves,SG,25,LAL,46,1390,15.7,.617,.419,.313,3.0,11.8,7.6,24.1,1.4,0.4,14.6,20.3,,2.0,1.2,3.2,.111,,0.6,-0.5,0.1,0.8,reaveau01
398,Cam Reddish,SF,24,LAL,35,815,8.5,.519,.463,.224,2.7,8.6,5.7,7.3,2.5,1.2,11.8,13.5,,-0.3,0.9,0.6,.038,,-4.0,1.1,-3.0,-0.2,reddica01
399,Paul Reed,C,24,PHI,43,661,16.6,.587,.110,.188,13.7,20.2,17.0,10.3,2.2,4.1,13.8,15.4,,1.0,1.2,2.2,.158,,-1.0,1.1,0.1,0.3,reedpa01
400,Naz Reid,C,24,MIN,45,1007,16.1,.616,.500,.148,5.3,17.2,11.6,7.4,1.7,2.7,11.2,22.3,,0.8,1.9,2.7,.129,,0.8,1.1,1.9,1.0,reidna01
401,Jared Rhoden,SG,24,DET,5,30,10.8,.658,.444,.222,3.6,11.5,7.5,14.2,0.0,0.0,16.8,16.7,,0.0,0.0,0.0,.051,,-2.8,-0.9,-3.7,0.0,rhodeja01
402,Nick Richards,C,26,CHO,34,832,17.4,.705,.000,.500,10.8,24.9,17.5,4.8,0.7,4.8,11.6,13.1,,1.9,0.6,2.5,.145,,-1.3,-0.6,-1.8,0.0,richani01
403,Josh Richardson,SG,30,MIA,36,933,10.5,.558,.533,.167,1.8,10.1,5.9,14.2,1.1,1.4,9.9,16.2,,0.5,0.8,1.3,.069,,-2.0,-0.5,-2.5,-0.1,richajo01
404,Duncan Robinson,SF,29,MIA,43,1208,12.5,.613,.669,.145,1.0,9.6,5.2,15.8,1.1,0.6,11.2,19.3,,1.1,1.0,2.1,.085,,-0.2,-1.0,-1.1,0.3,robindu01
405,Jerome Robinson,SG,26,GSW,7,26,-2.9,.172,.556,.667,4.2,8.4,6.3,8.8,0.0,3.5,0.0,18.8,,-0.1,0.0,-0.1,-0.203,,-12.0,-5.7,-17.7,-0.1,robinje01
406,Mitchell Robinson,C,25,NYK,21,613,15.9,.567,.000,.388,20.5,18.6,19.5,3.2,2.6,4.1,15.5,9.4,,0.9,1.2,2.0,.159,,-0.4,1.0,0.6,0.4,robinmi01
407,Orlando Robinson,C,23,MIA,19,228,14.8,.603,.200,.333,9.3,22.0,15.6,17.3,1.1,3.0,15.9,15.8,,0.3,0.3,0.6,.132,,-1.6,0.7,-0.9,0.1,robinor01
408,Jeremiah Robinson-Earl,PF,23,NOP,18,199,12.5,.618,.370,.111,6.1,18.7,12.5,6.1,1.7,1.5,13.7,14.2,,0.2,0.3,0.4,.103,,-1.4,0.2,-1.2,0.0,robinje02
409,David Roddy,PF,22,MEM,42,946,9.0,.493,.413,.162,5.2,14.6,9.7,9.7,1.1,1.0,11.1,17.2,,-0.6,1.0,0.4,.022,,-3.7,-0.8,-4.6,-0.6,roddyda01
410,Ryan Rollins,PG,21,WAS,10,66,22.6,.631,.120,.680,3.2,14.8,8.9,23.7,5.6,3.7,17.7,25.2,,0.1,0.1,0.2,.138,,0.4,4.4,4.8,0.1,rolliry01
411,Derrick Rose,PG,35,MEM,17,304,12.2,.517,.258,.164,2.4,8.6,5.4,30.0,1.1,0.6,13.8,22.4,,0.0,0.3,0.2,.038,,-1.9,-1.2,-3.0,-0.1,rosede01
412,Terry Rozier,SG-PG,29,TOT,32,1123,18.4,.567,.423,.230,1.8,10.9,6.1,30.0,1.5,1.0,9.8,26.8,,1.5,0.3,1.9,.080,,3.1,-1.7,1.4,0.9,roziete01
412,Terry Rozier,SG,29,CHO,30,1065,19.0,.574,.423,.235,1.7,11.1,6.1,30.5,1.5,1.0,9.7,27.2,,1.7,0.3,1.9,.087,,3.6,-1.6,1.9,1.0,roziete01
412,Terry Rozier,PG,29,MIA,2,58,5.7,.366,.429,.095,3.9,8.0,5.9,19.3,2.6,0.0,12.1,18.9,,-0.1,0.1,-0.1,-0.049,,-6.8,-2.0,-8.9,-0.1,roziete01
413,Rayan Rupert,SG,19,POR,15,114,8.5,.472,.415,.195,5.5,13.8,9.3,14.2,0.9,0.0,11.9,18.7,,-0.1,0.1,0.0,-0.008,,-3.3,-2.7,-6.0,-0.1,ruperra01
414,D'Angelo Russell,PG,27,LAL,42,1265,16.7,.598,.455,.163,1.4,8.2,4.9,30.3,1.2,1.6,12.3,23.0,,1.7,1.0,2.8,.105,,2.1,-0.8,1.3,1.1,russeda01
415,Matt Ryan,SF,26,NOP,13,298,9.9,.679,.819,.169,1.9,9.2,5.6,6.2,0.8,0.3,15.2,15.2,,0.3,0.2,0.5,.079,,-0.6,-1.2,-1.8,0.0,ryanma01
416,Domantas Sabonis,C,27,SAC,43,1518,22.9,.651,.087,.391,9.9,31.1,20.2,33.9,1.1,1.4,17.6,22.4,,4.5,1.8,6.3,.200,,3.7,2.2,5.9,3.0,sabondo01
417,Luka Šamanić,PF,24,UTA,21,126,8.0,.470,.375,.232,6.1,26.5,16.5,4.5,0.4,1.4,12.7,23.3,,-0.2,0.1,-0.1,-0.036,,-5.6,-2.9,-8.5,-0.2,samanlu01
418,Jermaine Samuels,SF,25,HOU,7,44,13.6,.676,.250,.250,5.0,19.5,12.3,6.1,1.1,2.1,0.0,8.7,,0.1,0.1,0.2,.173,,-1.1,1.2,0.1,0.0,samueje01
419,Adama Sanogo,PF,21,CHI,3,11,32.7,.926,.000,1.000,19.7,41.6,30.3,0.0,0.0,0.0,18.8,21.2,,0.1,0.0,0.1,.282,,9.1,1.7,10.8,0.0,sanogad01
420,Gui Santos,PF,21,GSW,6,35,13.8,.550,.545,.545,15.5,21.9,18.7,7.5,0.0,0.0,12.8,18.8,,0.1,0.0,0.1,.102,,-1.0,-3.5,-4.5,0.0,santogu01
421,Dario Šarić,C,29,GSW,42,870,17.3,.634,.513,.255,7.5,21.9,14.7,17.0,1.4,0.7,13.2,19.4,,1.8,0.8,2.6,.144,,2.2,0.3,2.4,1.0,saricda01
422,Olivier Sarr,C,24,OKC,9,68,13.5,.689,.455,.727,10.5,31.2,21.4,3.5,0.0,6.9,12.1,10.5,,0.1,0.1,0.3,.191,,-2.8,0.9,-1.9,0.0,sarrol01
423,Marcus Sasser,PG,23,DET,40,618,13.9,.581,.442,.139,1.1,10.4,5.6,24.4,1.7,1.1,12.5,19.1,,0.6,0.2,0.9,.068,,-0.3,-0.6,-0.9,0.2,sassema01
424,Admiral Schofield,PF,26,ORL,12,46,-0.9,.378,.600,.133,2.4,15.1,8.7,12.0,0.0,0.0,20.1,18.6,,-0.2,0.0,-0.1,-0.123,,-9.3,-2.2,-11.5,-0.1,schofad01
425,Dennis Schröder,PG,30,TOR,45,1393,14.2,.566,.394,.252,1.5,8.2,4.7,27.7,1.3,0.4,11.0,19.0,,2.1,0.7,2.8,.096,,-0.3,-1.0,-1.3,0.2,schrode01
426,Dereon Seabron,SG,23,NOP,5,52,9.1,.448,.154,.462,2.1,12.7,7.4,9.5,1.9,1.9,0.0,12.9,,0.0,0.1,0.1,.082,,-3.0,1.2,-1.8,0.0,seabrde01
427,Alperen Şengün,C,21,HOU,44,1436,22.7,.595,.124,.348,9.0,21.1,15.1,26.6,1.8,2.2,12.4,27.8,,2.8,2.3,5.2,.172,,3.5,1.9,5.4,2.6,sengual01
428,Brice Sensabaugh,SF,20,UTA,4,12,11.5,.417,.333,.000,9.2,17.9,13.6,23.4,0.0,0.0,0.0,20.7,,0.0,0.0,0.0,.058,,-1.1,-3.2,-4.3,0.0,sensabr01
429,Collin Sexton,SG,25,UTA,46,1104,20.3,.615,.321,.376,4.0,7.9,6.0,27.3,1.4,0.6,11.2,27.5,,3.0,0.5,3.6,.154,,3.6,-1.2,2.4,1.2,sextoco01
430,Landry Shamet,SG,26,WAS,28,426,13.3,.598,.558,.203,1.5,6.9,4.1,12.9,1.7,1.3,8.3,20.2,,0.4,0.1,0.5,.054,,-1.0,-1.3,-2.3,0.0,shamela01
431,Day'Ron Sharpe,C,22,BRK,37,592,21.4,.598,.036,.456,18.2,29.0,23.4,13.2,1.4,4.9,13.8,19.4,,1.3,0.9,2.2,.174,,0.1,0.6,0.8,0.4,sharpda01
432,Shaedon Sharpe,SG,20,POR,32,1059,11.3,.524,.415,.274,4.2,13.4,8.5,13.8,1.3,1.0,12.9,22.3,,-0.3,0.7,0.4,.018,,-2.2,-0.9,-3.1,-0.3,sharpsh01
433,Ben Sheppard,SG,22,IND,24,237,8.7,.484,.632,.176,3.4,11.3,7.3,10.6,2.2,0.0,2.7,13.1,,0.2,0.1,0.3,.057,,-3.7,0.1,-3.6,-0.1,sheppbe01
434,Pascal Siakam,PF,29,TOT,44,1514,19.1,.601,.222,.350,4.7,16.5,10.5,21.9,1.1,0.6,10.2,25.4,,2.8,1.0,3.9,.122,,2.2,-0.5,1.7,1.4,siakapa01
434,Pascal Siakam,PF,29,TOR,39,1354,18.8,.600,.233,.358,4.3,16.0,10.0,21.5,1.1,0.6,10.3,25.4,,2.4,0.9,3.4,.119,,2.1,-0.7,1.4,1.2,siakapa01
434,Pascal Siakam,PF,29,IND,5,160,21.2,.612,.139,.291,7.9,21.0,14.4,25.1,0.9,0.0,9.2,25.4,,0.4,0.1,0.5,.150,,3.7,0.7,4.5,0.3,siakapa01
435,Ben Simmons,PG,27,BRK,6,191,12.8,.516,.000,.111,8.8,28.4,18.3,27.4,0.8,2.4,28.4,11.8,,0.1,0.2,0.3,.076,,-2.2,1.9,-0.3,0.1,simmobe01
436,Anfernee Simons,SG,24,POR,23,771,17.1,.579,.474,.237,1.5,10.6,5.7,26.5,0.7,0.4,11.3,29.1,,1.0,0.3,1.2,.077,,3.1,-2.4,0.7,0.5,simonan01
437,Jericho Sims,C,25,NYK,21,171,9.4,.698,.000,.250,5.9,18.5,12.3,3.7,0.6,3.8,15.3,6.5,,0.2,0.2,0.4,.116,,-3.4,0.9,-2.5,0.0,simsje01
438,Dmytro Skapintsev,C,25,NYK,2,2,-18.9,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,,0.0,0.0,0.0,-0.468,,-16.4,-9.7,-26.1,0.0,skapidm01
439,Jalen Slawson,SF,24,SAC,5,19,5.4,.667,.333,.000,0.0,24.3,11.8,13.3,0.0,4.8,40.0,11.2,,0.0,0.0,0.0,-0.009,,-7.2,1.3,-5.9,0.0,slawsja01
440,Javonte Smart,PG,24,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.013,,-6.0,-2.1,-8.0,0.0,smartja01
441,Marcus Smart,PG,29,MEM,20,605,11.7,.552,.565,.236,1.1,8.8,4.8,22.2,3.3,0.8,19.2,22.9,,-0.6,0.9,0.3,.024,,-3.4,1.0,-2.4,-0.1,smartma01
442,Dennis Smith Jr.,PG,26,BRK,29,576,13.4,.497,.287,.164,5.1,13.1,9.0,28.2,2.8,1.1,15.0,18.2,,0.3,0.6,0.9,.075,,-2.6,1.7,-0.9,0.1,smithde03
443,Dru Smith,SG,26,MIA,9,131,12.7,.576,.515,.061,5.1,7.1,6.1,15.2,3.4,2.2,12.9,13.1,,0.1,0.2,0.3,.114,,-1.9,2.9,1.0,0.1,smithdr01
444,Ish Smith,PG,35,CHO,36,593,7.2,.474,.047,.031,2.0,10.8,6.1,25.1,1.0,0.6,24.5,12.5,,-0.4,0.1,-0.3,-0.027,,-5.2,-1.4,-6.5,-0.7,smithis01
445,Jabari Smith Jr.,PF,20,HOU,40,1267,14.1,.587,.420,.222,6.7,22.8,14.9,6.6,0.9,2.3,9.5,17.5,,1.2,1.9,3.1,.118,,-0.6,0.4,-0.3,0.6,smithja05
446,Jalen Smith,C,23,IND,32,564,20.1,.724,.356,.292,10.1,25.9,18.0,7.8,0.7,2.5,10.9,18.8,,1.6,0.4,2.0,.172,,2.8,-0.7,2.1,0.6,smithja04
447,Nick Smith Jr.,SG,19,CHO,28,425,8.9,.552,.488,.024,3.5,8.6,5.9,10.4,0.3,1.5,14.0,19.6,,-0.2,0.0,-0.3,-0.029,,-2.1,-3.0,-5.1,-0.3,smithni01
448,Terquavion Smith,PG,21,PHI,4,15,19.5,.405,.667,.222,0.0,0.0,0.0,44.6,9.7,0.0,9.2,30.8,,0.0,0.0,0.0,.087,,3.2,3.7,6.9,0.0,smithte01
449,Jeremy Sochan,PF,20,SAS,45,1326,11.5,.527,.278,.198,6.1,15.5,10.7,18.5,1.2,1.2,14.8,18.6,,0.0,0.8,0.7,.027,,-2.3,-1.0,-3.4,-0.5,sochaje01
450,Jaden Springer,SG,21,PHI,25,252,8.2,.446,.313,.275,7.9,7.4,7.7,11.4,2.5,3.1,16.7,18.2,,-0.3,0.4,0.0,.008,,-5.4,0.3,-5.0,-0.2,sprinja01
451,Lamar Stevens,PF,26,BOS,17,107,11.7,.494,.189,.216,8.3,15.2,11.9,8.8,2.7,4.2,16.5,19.5,,-0.1,0.2,0.1,.057,,-4.9,1.2,-3.7,0.0,stevela01
452,Isaiah Stewart,PF,22,DET,33,1012,11.0,.580,.439,.228,6.4,19.4,12.7,7.9,0.6,2.2,14.7,15.3,,0.4,0.4,0.8,.036,,-2.0,-0.9,-2.9,-0.2,stewais01
453,Julian Strawther,SF,21,DEN,33,458,9.3,.500,.622,.124,1.0,10.8,6.0,10.3,1.7,1.1,7.1,19.9,,-0.2,0.5,0.3,.034,,-3.9,-1.0,-4.9,-0.3,strawju01
454,Max Strus,SF,27,CLE,43,1423,10.9,.534,.660,.116,2.6,13.7,8.2,15.5,1.4,1.4,11.8,17.7,,0.4,2.0,2.4,.082,,-1.6,0.9,-0.7,0.5,strusma01
455,Jalen Suggs,SG,22,ORL,41,1073,12.9,.582,.517,.218,3.0,11.3,7.1,13.3,2.4,2.2,15.1,20.9,,0.1,1.6,1.8,.080,,-1.4,1.2,-0.2,0.5,suggsja01
456,Cole Swider,SF,24,MIA,9,44,10.5,.548,.714,.000,2.5,2.7,2.6,11.1,1.1,2.2,12.5,24.1,,0.0,0.0,0.0,-0.012,,0.3,-1.7,-1.5,0.0,swideco01
457,Jae'Sean Tate,SF,28,HOU,41,756,9.4,.552,.392,.177,6.1,13.9,10.0,7.7,1.8,1.1,9.6,10.7,,0.6,1.0,1.6,.100,,-3.6,1.6,-2.0,0.0,tateja01
458,Jayson Tatum,PF,25,BOS,42,1507,21.7,.600,.430,.379,2.7,21.3,12.4,19.2,1.4,1.2,10.0,30.0,,3.2,2.5,5.6,.180,,4.0,0.8,4.7,2.5,tatumja01
459,Terry Taylor,PF,24,CHI,16,108,9.4,.602,.227,.045,12.0,8.5,10.3,5.1,1.4,1.9,23.8,11.9,,0.0,0.1,0.1,.050,,-4.4,0.1,-4.3,-0.1,taylote01
460,Garrett Temple,SG,37,TOR,12,47,13.9,.571,.429,.286,9.2,12.0,10.5,16.7,2.1,0.0,16.0,17.1,,0.1,0.0,0.1,.092,,-0.5,-0.6,-1.1,0.0,templga01
