Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
110,JD Davison,SG,21,BOS,2,6,15.3,.532,1.000,2.000,18.6,17.0,17.8,0.0,0.0,0.0,0.0,13.5,,0.0,0.0,0.0,.204,,-0.7,-1.5,-2.2,0.0,davisjd01
111,Dexter Dennis,SG,24,DAL,4,30,18.2,.541,.421,.158,3.6,29.7,16.4,23.8,0.0,2.9,12.9,33.0,,0.0,0.0,0.0,-0.004,,1.9,-0.3,1.6,0.0,dennide01
112,DeMar DeRozan,SF,34,CHI,44,1635,18.4,.565,.171,.402,1.7,10.6,6.0,22.6,1.5,1.8,7.0,24.8,,3.2,1.4,4.6,.135,,1.3,-0.1,1.2,1.3,derozde01
113,Moussa Diabaté,C,22,LAC,10,58,23.7,.580,.000,.667,28.5,11.4,19.7,9.3,3.4,0.0,7.9,19.0,,0.2,0.1,0.3,.252,,4.1,-1.0,3.1,0.1,diabamo01
114,Mamadi Diakite,PF,27,SAS,3,16,30.3,.785,.000,1.200,6.6,13.6,10.1,20.1,0.0,5.4,0.0,20.0,,0.1,0.0,0.1,.335,,7.7,3.6,11.2,0.1,diakima01
115,Hamidou Diallo,SG,25,WAS,2,5,33.0,.500,.000,.000,42.2,0.0,21.4,28.6,18.6,0.0,33.3,25.3,,0.0,0.0,0.0,.198,,2.5,15.9,18.3,0.0,diallha01
116,Gradey Dick,SG,20,TOR,24,310,5.5,.470,.659,.170,3.1,8.4,5.7,9.7,1.6,0.0,13.7,15.1,,-0.2,0.2,-0.1,-0.011,,-5.9,-1.1,-7.0,-0.4,dickgr01
117,Ousmane Dieng,PF,20,OKC,22,250,9.4,.552,.667,.154,4.3,13.6,9.2,9.5,0.4,0.0,10.7,16.1,,0.1,0.2,0.3,.063,,-1.9,-1.6,-3.4,-0.1,diengou01
118,Spencer Dinwiddie,PG,30,BRK,42,1283,14.0,.542,.565,.326,2.0,10.4,6.1,26.8,1.3,0.6,10.5,19.0,,1.8,0.8,2.6,.097,,0.0,-0.7,-0.7,0.4,dinwisp01
119,Donte DiVincenzo,SG,27,NYK,45,1005,16.3,.624,.729,.139,3.8,11.8,7.8,14.3,2.5,1.2,10.8,19.5,,1.8,1.4,3.3,.156,,2.4,1.5,3.9,1.5,divindo01
120,Luka Dončić,PG,24,DAL,38,1410,28.4,.619,.435,.379,2.3,23.3,12.6,43.1,1.8,1.4,12.4,36.5,,4.5,1.6,6.1,.208,,8.7,1.2,9.9,4.3,doncilu01
121,Luguentz Dort,SF,24,OKC,43,1225,11.4,.601,.570,.261,5.1,9.8,7.6,5.7,1.4,2.5,9.5,15.2,,1.2,1.5,2.7,.106,,-1.2,-0.1,-1.2,0.2,dortlu01
122,Ayo Dosunmu,SG,24,CHI,44,1031,12.2,.585,.404,.172,3.1,8.8,5.9,12.4,1.6,1.7,10.6,16.1,,1.0,0.9,1.8,.085,,-1.8,0.1,-1.7,0.1,dosunay01
123,Andre Drummond,C,30,CHI,46,731,23.6,.566,.008,.479,22.7,36.3,29.3,5.4,3.7,3.8,14.3,21.8,,0.9,1.7,2.6,.174,,0.5,0.2,0.7,0.5,drumman01
124,Chris Duarte,SF,26,SAC,35,461,6.0,.476,.536,.192,3.1,12.8,7.8,8.7,1.9,0.4,12.9,14.3,,-0.3,0.4,0.1,.010,,-5.8,0.1,-5.6,-0.4,duartch01
125,Kris Dunn,PG,29,UTA,38,667,13.6,.548,.314,.107,4.1,13.6,8.9,31.7,2.4,2.1,20.3,13.8,,0.7,0.7,1.4,.100,,-1.0,1.8,0.7,0.5,dunnkr01
126,Kevin Durant,PF,35,PHO,38,1412,23.7,.644,.259,.353,1.6,17.4,9.9,25.8,1.1,2.9,12.1,29.8,,3.8,1.5,5.3,.179,,5.9,0.1,6.0,2.8,duranke01
127,Jalen Duren,C,20,DET,29,860,18.2,.650,.007,.230,11.6,31.7,21.4,12.6,0.7,2.5,15.9,18.1,,1.3,0.6,2.0,.110,,-0.3,-0.2,-0.5,0.3,durenja01
128,Tari Eason,PF,22,HOU,22,480,17.2,.528,.265,.175,10.5,23.9,17.2,8.4,3.1,3.7,8.9,20.1,,0.2,1.0,1.3,.126,,-0.6,2.2,1.6,0.4,easonta01
129,Anthony Edwards,SG,22,MIN,42,1462,18.9,.579,.333,.348,2.3,14.0,8.5,24.6,1.7,1.3,13.3,32.3,,1.1,2.5,3.6,.118,,2.3,0.5,2.7,1.8,edwaran01
130,Kessler Edwards,SF,23,SAC,29,144,9.2,.526,.619,.095,3.8,13.6,8.6,7.1,0.7,1.3,2.2,13.2,,0.1,0.1,0.2,.068,,-1.7,-1.2,-2.9,0.0,edwarke02
131,Keon Ellis,SG,24,SAC,28,342,10.8,.602,.819,.205,2.9,9.4,6.1,12.9,2.0,3.2,14.2,13.1,,0.3,0.4,0.6,.090,,-1.2,1.1,-0.1,0.2,elliske01
132,Joel Embiid,C,29,PHI,33,1127,35.2,.650,.144,.545,8.6,28.1,18.4,32.1,1.6,4.6,11.5,38.8,,5.2,2.2,7.3,.312,,9.5,3.3,12.8,4.2,embiijo01
133,Drew Eubanks,C,26,PHO,39,609,14.6,.655,.021,.385,10.8,19.2,15.2,8.1,1.0,4.5,18.9,14.7,,0.8,0.7,1.5,.117,,-2.2,0.1,-2.1,0.0,eubandr01
134,Dante Exum,PG,28,DAL,32,631,16.7,.663,.320,.217,3.1,12.5,7.7,20.3,1.4,0.7,10.8,16.8,,1.5,0.4,2.0,.149,,1.1,-0.4,0.7,0.4,exumda01
135,Bruno Fernando,C,25,ATL,13,84,13.0,.537,.111,.704,8.7,25.5,16.8,6.6,1.1,5.2,16.5,20.7,,0.0,0.1,0.0,.019,,-4.4,-0.4,-4.8,-0.1,fernabr01
136,Dorian Finney-Smith,PF,30,BRK,41,1181,9.9,.542,.677,.049,6.4,11.5,8.9,6.4,1.2,1.8,8.5,13.2,,0.7,0.8,1.5,.063,,-1.7,-0.5,-2.2,-0.1,finnedo01
137,Malachi Flynn,PG,25,TOT,39,509,10.3,.539,.587,.187,2.8,12.1,7.4,19.7,1.8,1.0,17.7,16.6,,0.0,0.4,0.4,.039,,-2.8,0.2,-2.6,-0.1,flynnma01
137,Malachi Flynn,PG,25,TOR,31,474,10.1,.535,.584,.161,3.0,12.3,7.6,19.9,1.8,1.1,18.4,16.2,,0.0,0.4,0.3,.035,,-2.8,0.2,-2.6,-0.1,flynnma01
137,Malachi Flynn,PG,25,NYK,8,35,12.8,.575,.615,.462,0.0,9.4,4.7,16.5,1.4,0.0,11.3,21.4,,0.0,0.0,0.1,.098,,-2.4,0.5,-1.9,0.0,flynnma01
138,Simone Fontecchio,SF,28,UTA,44,1005,11.4,.606,.656,.121,4.6,11.6,8.1,8.5,1.3,1.4,12.4,15.6,,0.8,0.6,1.4,.069,,-0.4,-0.8,-1.2,0.2,fontesi01
139,Jordan Ford,PG,25,SAC,6,22,16.5,.761,.429,.286,0.0,10.5,5.1,12.7,0.0,0.0,11.3,17.1,,0.1,0.0,0.1,.149,,3.2,-1.3,1.9,0.0,fordjo01
140,Trent Forrest,SG,25,ATL,18,196,7.0,.397,.130,.217,2.7,12.1,7.2,21.9,1.7,0.4,16.6,12.6,,-0.1,0.1,0.0,-0.009,,-5.1,-0.1,-5.2,-0.2,forretr01
141,Evan Fournier,SG,31,NYK,3,39,2.2,.287,.750,.100,0.0,11.2,5.7,10.1,5.1,0.0,4.6,23.8,,-0.2,0.1,-0.1,-0.102,,-12.2,0.5,-11.7,-0.1,fournev01
142,De'Aaron Fox,PG,26,SAC,37,1317,20.3,.578,.388,.322,2.7,10.3,6.4,25.3,2.1,1.0,9.5,31.3,,2.1,1.2,3.3,.119,,3.1,-0.9,2.2,1.4,foxde01
143,Javon Freeman-Liberty,PG,24,TOR,2,4,8.1,.333,.000,.000,26.9,0.0,13.8,0.0,0.0,0.0,0.0,32.1,,0.0,0.0,0.0,-0.150,,-8.2,-9.5,-17.7,0.0,freemja01
144,Alex Fudge,SF,20,LAL,4,14,-2.0,.291,.333,.333,16.5,0.0,8.0,0.0,0.0,0.0,12.7,24.3,,-0.1,0.0,-0.1,-0.221,,-10.0,-8.1,-18.1,-0.1,fudgeal01
145,Markelle Fultz,PG,25,ORL,13,314,12.2,.501,.029,.106,5.7,8.5,7.1,22.4,2.2,1.5,13.5,17.2,,0.0,0.4,0.4,.067,,-2.2,1.8,-0.4,0.1,fultzma01
146,Daniel Gafford,C,25,WAS,39,1021,19.1,.716,.000,.414,10.4,20.4,15.3,8.1,1.6,6.7,12.7,13.7,,2.4,1.1,3.5,.165,,-0.8,1.0,0.2,0.6,gaffoda01
147,Danilo Gallinari,PF-SF,35,TOT,28,411,14.3,.603,.485,.471,3.1,18.0,10.4,11.7,0.7,0.6,6.8,18.1,,0.7,0.1,0.8,.093,,-0.3,-1.6,-2.0,0.0,gallida01
147,Danilo Gallinari,PF,35,WAS,26,385,13.4,.581,.489,.427,3.3,18.0,10.5,10.7,0.7,0.6,7.2,18.4,,0.5,0.1,0.6,.072,,-0.9,-1.9,-2.9,-0.1,gallida01
147,Danilo Gallinari,SF,35,DET,2,26,28.5,.998,.400,1.600,0.0,17.6,8.6,26.8,0.0,0.0,0.0,13.8,,0.2,0.0,0.2,.398,,9.0,2.3,11.3,0.1,gallida01
148,Darius Garland,PG,24,CLE,20,680,15.6,.573,.324,.283,2.0,6.9,4.5,26.4,2.3,0.5,17.4,27.7,,0.1,0.9,1.0,.072,,0.5,-0.4,0.0,0.3,garlada01
149,Usman Garuba,PF,21,GSW,2,6,4.4,.000,.000,.000,0.0,0.0,0.0,19.0,8.1,0.0,0.0,7.0,,0.0,0.0,0.0,.000,,-7.2,5.6,-1.6,0.0,garubus01
150,Luka Garza,C,25,MIN,9,23,6.0,.384,.313,.500,21.2,18.7,19.9,13.7,0.0,0.0,9.3,41.1,,-0.1,0.0,-0.1,-0.125,,-13.2,-6.5,-19.7,-0.1,garzalu01
151,Kaiser Gates,SF,27,NOP,1,7,-19.6,.000,.500,.000,0.0,15.7,7.9,0.0,0.0,0.0,0.0,24.5,,-0.1,0.0,-0.1,-0.544,,-18.7,-9.9,-28.6,-0.1,gateska01
152,Keyonte George,PG,20,UTA,40,978,10.2,.515,.559,.336,1.5,10.9,6.2,24.4,0.9,0.3,16.4,21.1,,-0.1,0.4,0.3,.017,,-1.7,-2.1,-3.8,-0.4,georgke01
153,Paul George,PF,33,LAC,41,1416,19.0,.606,.480,.211,2.1,15.5,9.0,15.6,2.2,1.0,9.9,27.0,,2.4,1.8,4.2,.142,,2.7,0.2,2.9,1.7,georgpa01
154,Taj Gibson,PF,38,NYK,10,97,6.7,.500,.286,.000,6.9,13.5,10.3,6.5,0.5,5.7,12.5,7.0,,0.0,0.1,0.2,.089,,-5.4,1.6,-3.8,0.0,gibsota01
155,Josh Giddey,SG,21,OKC,44,1093,15.1,.521,.261,.135,6.7,20.6,14.0,25.1,1.4,1.6,15.9,22.9,,0.1,1.6,1.8,.078,,0.2,0.3,0.5,0.7,giddejo01
156,Harry Giles,C,25,BRK,12,67,17.6,.526,.222,.306,14.1,16.5,15.3,7.5,0.7,4.0,8.9,28.6,,0.0,0.1,0.1,.051,,-1.1,-1.7,-2.7,0.0,gilesha01
157,Shai Gilgeous-Alexander,PG,25,OKC,44,1511,30.6,.647,.174,.454,3.0,14.6,9.1,30.5,3.2,2.1,8.1,33.0,,6.8,2.7,9.5,.300,,7.3,2.8,10.1,4.6,gilgesh01
158,Anthony Gill,PF,31,WAS,26,148,12.2,.557,.244,.356,9.3,15.4,12.3,9.9,0.9,3.3,17.4,18.0,,0.0,0.1,0.1,.022,,-3.2,-2.0,-5.1,-0.1,gillan01
159,Collin Gillespie,PG,24,DEN,14,97,8.1,.573,.542,.208,1.2,4.5,2.9,11.5,2.6,0.0,16.0,14.0,,0.0,0.1,0.1,.054,,-5.5,0.6,-4.9,-0.1,gilleco01
160,Jacob Gilyard,PG,25,MEM,28,460,10.5,.555,.821,.011,1.6,5.4,3.5,27.4,1.9,0.6,15.1,10.5,,0.5,0.4,1.0,.100,,-2.2,0.4,-1.8,0.0,gilyaja01
161,Rudy Gobert,C,31,MIN,44,1453,18.3,.649,.006,.643,12.9,29.5,21.7,5.2,0.9,5.6,13.3,15.6,,2.6,3.4,6.0,.198,,-0.4,1.8,1.4,1.2,goberru01
162,Jordan Goodwin,PG,25,PHO,36,546,11.9,.473,.428,.144,8.7,15.4,12.2,19.1,1.9,1.3,12.7,18.1,,0.1,0.6,0.7,.058,,-1.5,0.1,-1.4,0.1,goodwjo01
163,Aaron Gordon,PF,28,DEN,40,1282,15.9,.586,.180,.356,9.3,13.7,11.5,12.8,1.2,1.7,10.3,17.4,,2.1,1.3,3.4,.127,,0.6,-0.3,0.2,0.7,gordoaa01
164,Eric Gordon,SG,35,PHO,37,1125,11.0,.577,.633,.102,1.2,6.6,4.0,10.5,1.5,1.4,10.5,17.3,,0.5,0.8,1.3,.055,,-1.1,-1.1,-2.1,0.0,gordoer01
165,Devonte' Graham,PG,28,SAS,10,88,15.1,.555,.714,.286,2.4,13.6,7.9,28.9,1.6,1.0,8.7,16.4,,0.2,0.1,0.2,.113,,0.3,0.0,0.3,0.1,grahade01
166,Jerami Grant,PF,29,POR,40,1337,15.6,.576,.331,.333,2.0,10.6,6.0,12.9,1.1,2.0,9.7,25.7,,1.2,0.8,1.9,.069,,1.0,-1.1,-0.1,0.7,grantje01
167,A.J. Green,SG,24,MIL,27,205,11.7,.620,.857,.057,2.8,8.2,5.6,10.1,0.0,0.4,0.0,14.8,,0.5,0.0,0.5,.120,,0.8,-2.5,-1.8,0.0,greenaj01
168,Danny Green,SG,36,PHI,2,18,0.8,.000,.500,.000,0.0,12.2,6.1,6.3,2.7,0.0,0.0,4.7,,0.0,0.0,0.0,-0.026,,-7.4,0.8,-6.5,0.0,greenda02
169,Draymond Green,PF,33,GSW,18,455,15.0,.628,.402,.342,5.5,18.3,11.9,30.7,1.3,2.6,24.2,16.4,,0.7,0.4,1.1,.117,,1.2,2.0,3.2,0.6,greendr01
170,Jalen Green,SG,21,HOU,44,1338,13.1,.528,.433,.309,1.3,14.9,8.2,16.1,1.0,0.9,11.5,27.0,,-0.6,1.5,0.9,.034,,-1.0,-1.0,-2.0,0.0,greenja05
171,Jeff Green,PF,37,HOU,42,709,11.4,.636,.312,.535,4.2,9.2,6.7,6.0,0.5,2.8,11.8,14.5,,0.9,0.7,1.6,.108,,-2.0,-0.1,-2.1,0.0,greenje02
172,Josh Green,SG,23,DAL,32,844,9.4,.577,.510,.165,2.7,10.3,6.4,12.3,1.3,0.5,13.3,12.8,,0.5,0.5,1.0,.056,,-2.5,-0.8,-3.2,-0.3,greenjo02
173,AJ Griffin,SF,20,ATL,17,131,2.1,.412,.750,.045,1.6,9.5,5.4,3.9,0.4,0.7,11.8,15.9,,-0.2,0.0,-0.3,-0.094,,-5.4,-3.3,-8.7,-0.2,griffaj01
174,Quentin Grimes,SG,23,NYK,42,833,9.2,.549,.753,.093,1.7,8.3,5.1,7.6,1.7,0.3,7.2,14.8,,0.6,0.9,1.4,.083,,-2.1,0.6,-1.4,0.1,grimequ01
175,Mouhamed Gueye,PF,21,ATL,2,4,-0.6,.000,1.000,.000,0.0,0.0,0.0,0.0,11.8,0.0,0.0,10.3,,0.0,0.0,0.0,-0.113,,-12.9,3.7,-9.2,0.0,gueyemo02
176,Rui Hachimura,PF,25,LAL,32,735,13.3,.573,.335,.231,3.9,12.4,8.3,7.0,1.6,1.0,7.2,19.6,,0.4,0.7,1.1,.074,,-1.5,-0.9,-2.4,-0.1,hachiru01
177,Tyrese Haliburton,PG,23,IND,34,1136,26.3,.632,.497,.241,2.1,12.2,7.1,51.6,1.5,1.5,11.7,26.2,,5.1,0.5,5.6,.238,,9.5,-0.6,8.9,3.1,halibty01
178,R.J. Hampton,PG,22,MIA,8,76,0.8,.336,.571,.143,3.0,6.1,4.5,13.7,0.0,0.0,16.8,10.4,,-0.1,0.0,-0.1,-0.046,,-8.1,-1.5,-9.7,-0.1,hamptrj01
179,Tim Hardaway Jr.,SF,31,DAL,42,1254,13.6,.566,.608,.195,1.3,12.2,6.7,8.3,0.7,0.1,5.8,24.0,,1.1,0.6,1.6,.062,,0.7,-2.8,-2.1,0.0,hardati02
180,James Harden,PG,34,LAC,38,1302,19.8,.646,.575,.429,1.1,14.0,7.8,33.7,1.8,2.3,16.2,20.4,,3.7,1.6,5.3,.195,,4.3,0.8,5.1,2.4,hardeja01
181,Jaden Hardy,SG,21,DAL,40,616,10.0,.489,.512,.153,2.1,12.6,7.3,14.2,1.0,0.3,8.2,23.6,,-0.4,0.3,0.0,-0.003,,-2.5,-2.6,-5.1,-0.5,hardyja02
182,Ron Harper Jr.,PF,23,TOR,1,4,-0.1,,,,0.0,0.0,0.0,28.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.099,,-11.7,3.0,-8.7,0.0,harpero02
183,Gary Harris,SG,29,ORL,27,616,10.0,.573,.701,.201,2.4,6.2,4.3,11.2,1.8,0.7,7.7,12.7,,0.6,0.7,1.3,.102,,-2.2,1.0,-1.2,0.1,harriga01
184,Joe Harris,SG,32,DET,15,158,5.0,.502,.806,.056,2.1,7.3,4.6,8.0,0.9,1.0,9.8,10.9,,0.0,0.0,0.0,-0.001,,-4.5,-1.1,-5.5,-0.1,harrijo01
185,Kevon Harris,SG,26,ORL,1,3,-17.4,,,,0.0,38.5,19.0,0.0,0.0,0.0,100.0,14.3,,0.0,0.0,0.0,-0.391,,-23.7,-3.3,-27.1,0.0,harrike01
186,Tobias Harris,PF,31,PHI,41,1397,16.7,.606,.265,.267,3.2,15.9,9.6,13.8,1.4,1.4,9.2,20.1,,2.4,1.7,4.1,.140,,1.3,-0.2,1.1,1.1,harrito02
187,Shaquille Harrison,SG,30,MEM,3,6,15.7,.500,.000,.000,0.0,37.8,18.3,0.0,0.0,15.4,0.0,14.3,,0.0,0.0,0.0,.094,,-0.8,5.3,4.5,0.0,harrish01
188,Josh Hart,SF,28,NYK,44,1236,10.0,.524,.425,.126,4.9,20.4,12.7,12.4,1.4,0.8,14.7,12.1,,0.5,1.7,2.2,.086,,-2.2,1.4,-0.8,0.4,hartjo01
189,Isaiah Hartenstein,C,25,NYK,43,1099,16.2,.638,.016,.459,14.4,22.3,18.4,10.0,2.2,4.0,18.7,10.5,,2.0,2.1,4.1,.178,,-0.7,2.5,1.9,1.1,harteis01
190,Sam Hauser,SF,26,BOS,44,948,11.7,.622,.857,.047,3.6,13.5,8.8,6.2,0.9,1.1,7.2,13.9,,1.3,1.2,2.5,.124,,0.5,0.2,0.7,0.7,hausesa01
191,Jordan Hawkins,SG,21,NOP,40,869,12.2,.577,.652,.203,2.8,11.0,6.9,9.1,0.8,0.5,7.6,20.1,,0.9,0.7,1.6,.086,,0.1,-1.6,-1.5,0.1,hawkijo01
192,Jaxson Hayes,C,23,LAL,36,341,8.6,.653,.077,.431,5.4,13.9,9.8,4.6,1.0,3.2,18.9,12.0,,0.1,0.4,0.5,.067,,-6.1,0.6,-5.5,-0.3,hayesja02
193,Killian Hayes,PG,22,DET,39,956,10.4,.471,.257,.184,1.3,12.0,6.5,26.7,1.8,1.6,13.8,15.0,,0.0,0.4,0.5,.023,,-3.1,0.2,-2.9,-0.2,hayeski01
194,Gordon Hayward,SF,33,CHO,25,798,14.1,.544,.205,.273,3.3,13.6,8.2,21.7,1.7,1.4,13.3,20.8,,0.3,0.3,0.6,.036,,-1.4,-0.8,-2.2,0.0,haywago01
195,Scoot Henderson,PG,19,POR,36,958,7.3,.460,.330,.251,3.3,9.6,6.2,26.8,1.1,0.8,18.9,25.9,,-2.1,0.4,-1.6,-0.083,,-5.3,-2.5,-7.8,-1.4,hendesc01
196,Taylor Hendricks,PF,20,UTA,13,181,10.4,.520,.603,.138,6.7,10.7,8.7,4.4,2.4,3.4,12.8,16.2,,0.0,0.2,0.1,.036,,-2.5,-0.9,-3.4,-0.1,hendrita01
197,Tyler Herro,SG,24,MIA,26,884,15.7,.554,.442,.137,1.9,16.8,9.2,21.1,1.6,0.2,11.1,28.7,,-0.1,1.0,0.9,.047,,1.3,-0.8,0.6,0.6,herroty01
198,Buddy Hield,SF,31,IND,46,1188,13.2,.594,.697,.071,3.0,11.4,7.2,12.8,1.5,1.9,10.9,18.9,,1.1,0.6,1.6,.065,,1.2,-0.9,0.3,0.7,hieldbu01
199,Haywood Highsmith,PF,27,MIA,31,667,10.3,.568,.589,.146,4.4,11.4,7.8,7.9,2.4,2.3,11.6,12.6,,0.3,0.9,1.2,.085,,-2.2,1.2,-1.0,0.2,highsha01
200,Nate Hinton,SG,24,HOU,6,33,10.6,.636,.455,.000,6.6,19.5,13.1,8.6,0.0,2.8,15.4,17.0,,0.0,0.0,0.1,.094,,-2.2,-0.7,-2.9,0.0,hintona01
201,D'Moi Hodge,SG,25,LAL,7,41,6.1,.441,.800,.133,0.0,0.0,0.0,15.9,1.2,2.2,5.9,17.7,,0.0,0.0,0.0,-0.016,,-3.9,-2.6,-6.5,0.0,hodgedm01
202,Aaron Holiday,PG,27,HOU,42,719,11.3,.593,.554,.153,1.5,10.1,5.9,14.2,1.6,0.4,11.6,16.1,,0.6,0.8,1.4,.093,,-1.9,0.6,-1.3,0.1,holidaa01
203,Jrue Holiday,PG,33,BOS,41,1380,14.0,.578,.447,.125,4.7,14.4,9.8,18.6,1.1,2.0,14.2,17.2,,1.6,1.9,3.5,.123,,0.7,0.9,1.6,1.3,holidjr01
204,Justin Holiday,SG,34,DEN,26,338,9.9,.641,.690,.000,1.4,8.4,5.0,9.1,2.2,0.3,7.8,9.9,,0.4,0.3,0.7,.105,,-2.5,1.0,-1.5,0.0,holidju01
205,Richaun Holmes,C,30,DAL,19,190,13.5,.544,.000,.360,16.4,21.7,19.0,7.0,0.5,3.2,14.7,15.2,,0.2,0.2,0.4,.092,,-2.7,-1.4,-4.0,-0.1,holmeri01
206,Chet Holmgren,C,21,OKC,45,1357,20.6,.638,.349,.276,5.8,20.8,13.7,12.9,1.0,8.0,11.2,21.7,,2.6,2.5,5.1,.179,,2.2,2.0,4.2,2.1,holmgch01
207,Jalen Hood-Schifino,SG,20,LAL,12,85,-1.5,.313,.273,.364,2.7,10.1,6.6,10.4,1.7,1.1,17.3,23.5,,-0.5,0.1,-0.4,-0.215,,-12.4,-3.0,-15.4,-0.3,hoodsja01
208,Al Horford,C,37,BOS,37,1001,14.2,.643,.659,.064,5.6,20.8,13.5,13.8,0.8,3.2,11.7,11.0,,1.9,1.6,3.5,.168,,1.4,2.5,3.9,1.5,horfoal01
209,Talen Horton-Tucker,PG,23,UTA,31,667,13.3,.507,.369,.212,2.0,10.8,6.5,27.8,2.4,1.5,13.2,24.0,,0.1,0.6,0.6,.046,,-1.0,0.2,-0.9,0.2,hortota01
210,Danuel House Jr.,SF,30,PHI,28,385,8.0,.584,.481,.420,3.2,9.1,6.2,7.3,1.3,0.7,15.8,12.6,,0.1,0.4,0.5,.059,,-3.3,-0.6,-3.9,-0.2,houseda01
211,Caleb Houstan,SF,21,ORL,35,560,8.0,.564,.932,.149,4.2,8.3,6.2,5.6,0.9,0.2,7.6,13.1,,0.4,0.5,0.9,.077,,-1.8,-0.7,-2.5,-0.1,houstca01
212,Jett Howard,SF,20,ORL,11,42,8.8,.482,.737,.211,2.7,11.0,6.8,10.7,0.0,2.2,8.8,23.3,,0.0,0.0,0.0,-0.007,,-0.4,-1.8,-2.2,0.0,howarje01
213,Kevin Huerter,SG,25,SAC,41,988,12.9,.565,.618,.099,2.4,15.5,8.8,14.6,1.4,1.3,6.4,17.4,,1.1,0.9,2.0,.096,,-0.2,-0.2,-0.4,0.4,huertke01
214,Jay Huff,C,25,DEN,6,17,3.6,.583,.667,.000,0.0,6.5,3.3,7.9,0.0,0.0,14.3,17.9,,0.0,0.0,0.0,-0.002,,-7.1,-1.8,-9.0,0.0,huffja01
215,De'Andre Hunter,SF,26,ATL,24,727,12.0,.601,.430,.283,2.2,12.9,7.3,6.3,1.3,1.1,11.0,18.9,,0.6,0.2,0.9,.057,,-1.5,-1.3,-2.8,-0.1,huntede01
216,Bones Hyland,PG,23,LAC,17,235,8.4,.503,.519,.111,1.0,6.1,3.6,17.1,1.7,0.4,15.0,24.7,,-0.3,0.2,-0.1,-0.019,,-3.7,-1.9,-5.6,-0.2,hylanbo01
217,Joe Ingles,SF,36,ORL,31,569,10.9,.555,.636,.155,2.8,13.2,7.9,24.4,2.0,0.5,18.4,12.7,,0.4,0.8,1.2,.101,,-1.8,1.6,-0.2,0.3,inglejo01
218,Brandon Ingram,SF,26,NOP,41,1357,17.9,.576,.236,.317,2.0,14.0,8.0,26.7,1.2,1.4,11.8,27.0,,1.8,1.5,3.3,.117,,1.4,-0.4,1.0,1.0,ingrabr01
219,Kyrie Irving,SG,31,DAL,27,900,22.4,.586,.358,.215,2.5,14.3,8.3,25.8,1.9,1.2,7.0,29.4,,2.1,0.8,2.9,.154,,5.3,-0.1,5.2,1.6,irvinky01
220,Jonathan Isaac,PF,26,ORL,27,374,18.8,.577,.422,.344,9.0,23.8,16.3,4.4,2.6,7.1,7.5,18.3,,0.5,0.8,1.3,.172,,0.6,2.7,3.3,0.5,isaacjo01
221,Jaden Ivey,SG,21,DET,40,1059,13.8,.554,.363,.370,5.4,10.5,7.9,20.3,1.4,1.9,15.2,24.1,,0.2,0.4,0.6,.027,,-1.0,-1.6,-2.5,-0.1,iveyja01
222,Andre Jackson Jr.,SG,22,MIL,38,432,9.3,.648,.455,.117,9.5,11.7,10.6,9.8,1.1,0.7,19.0,9.8,,0.6,0.3,0.9,.098,,-2.8,-0.3,-3.1,-0.1,jacksan01
223,Gregory Jackson II,PF,19,MEM,13,173,17.0,.655,.516,.387,5.5,15.7,10.5,6.4,1.1,3.2,8.8,19.7,,0.3,0.2,0.5,.144,,0.9,0.0,0.9,0.1,jacksgg01
224,Isaiah Jackson,C,22,IND,35,469,20.7,.684,.014,.448,12.2,22.3,17.2,8.2,2.2,7.2,12.7,17.3,,1.2,0.6,1.8,.185,,-0.6,2.0,1.5,0.4,jacksis01
225,Jaren Jackson Jr.,C,24,MEM,43,1364,17.5,.563,.325,.360,4.4,15.6,9.9,10.6,1.6,4.7,9.7,29.0,,0.5,2.0,2.5,.088,,-0.1,0.5,0.4,0.8,jacksja02
226,Reggie Jackson,PG,33,DEN,46,1065,13.3,.552,.372,.126,1.8,7.8,4.9,24.4,1.3,0.6,12.5,21.8,,0.7,0.9,1.6,.071,,-0.7,-1.3,-1.9,0.0,jacksre01
227,Trayce Jackson-Davis,PF,23,GSW,31,448,20.3,.677,.000,.447,12.8,20.1,16.4,10.5,1.2,5.4,12.7,17.0,,1.1,0.5,1.6,.171,,0.6,0.6,1.3,0.4,jackstr02
228,LeBron James,PF,39,LAL,41,1407,22.7,.612,.306,.308,3.0,19.5,11.6,35.6,1.9,1.5,14.3,29.7,,2.3,1.8,4.1,.138,,5.2,1.0,6.1,2.9,jamesle01
229,Jaime Jaquez Jr.,SF,22,MIA,39,1179,13.8,.600,.281,.237,4.7,10.2,7.4,13.9,1.8,0.8,12.8,19.6,,1.0,1.2,2.2,.091,,-1.5,-0.2,-1.7,0.1,jaqueja01
230,DaQuan Jeffries,SG,26,NYK,10,30,5.0,.427,.417,.167,0.0,18.2,9.2,9.5,0.0,0.0,7.2,19.6,,-0.1,0.0,0.0,-0.041,,-5.2,-1.5,-6.7,0.0,jeffrda01
